n,time,linearRegression
79,0.7866961864518067,1.37088030584584
80,1.1445671733829934,1.3848315687575794
81,0.8519759762887696,1.3987828316693185
82,1.331341078240768,1.4127340945810576
83,1.0769422646966247,1.426685357492797
84,1.1152558727982742,1.440636620404536
85,1.1471494301725855,1.4545878833162753
86,1.1704694368273725,1.4685391462280144
87,1.0062530592995482,1.4824904091397535
88,1.3200374763317422,1.4964416720514928
89,1.237793729598221,1.510392934963232
90,1.1301842219480018,1.524344197874971
91,1.2550620742355387,1.5382954607867103
92,1.2833518638548584,1.5522467236984494
93,1.386905640027511,1.5661979866101885
94,1.273208314556789,1.5801492495219278
95,1.3810928473511923,1.594100512433667
96,1.419016113219178,1.608051775345406
97,1.3401881247825744,1.6220030382571453
98,1.424607691038761,1.6359543011688844
99,1.4511910342667258,1.6499055640806237
100,1.3891989111069614,1.6638568269923628
101,1.521351397675742,1.677808089904102
102,1.5109094722766854,1.6917593528158412
103,1.4456683585864043,1.7057106157275803
104,1.6127900570024607,1.7196618786393194
105,1.52451402825379,1.7336131415510587
106,1.5716628784132913,1.7475644044627978
107,1.6036730871853688,1.761515667374537
108,1.6028975793942568,1.7754669302862762
109,1.6726711659781734,1.7894181931980153
110,1.6547774475372277,1.8033694561097546
111,1.6408897905880977,1.8173207190214937
112,1.7358527982686947,1.8312719819332328
113,1.676310638630606,1.8452232448449721
114,1.7007678116074436,1.8591745077567112
115,1.7910651219966343,1.8731257706684503
116,1.76959328057543,1.8870770335801896
117,1.7904157853768679,1.9010282964919287
118,1.7963014480047679,1.9149795594036678
119,1.8131321036072696,1.9289308223154071
120,1.8420922036701366,1.9428820852271462
121,1.8402647965435999,1.9568333481388853
122,1.8983698346878206,1.9707846110506246
123,1.9012115687701607,1.9847358739623637
124,1.9112096093002136,1.998687136874103
125,1.9386814561087728,2.012638399785842
126,1.9462023990232091,2.0265896626975812
127,1.9674826956681726,2.0405409256093203
128,1.9762905269903195,2.0544921885210594
129,2.006413091108901,2.0684434514327985
130,2.0230560705407616,2.082394714344538
131,2.0356432152286152,2.096345977256277
132,2.0519831103034605,2.1102972401680162
133,2.0712567164110127,2.1242485030797553
134,2.0882545798385093,2.1381997659914944
135,2.117132669719388,2.152151028903234
136,2.1219675809667162,2.166102291814973
137,2.123843453658505,2.180053554726712
138,2.1559701241952594,2.1940048176384512
139,2.1754477289399,2.2079560805501903
140,2.188518137767829,2.2219073434619294
141,2.204374188483074,2.235858606373669
142,2.2182281988958628,2.249809869285408
143,2.2364365650185003,2.263761132197147
144,2.2498393758270523,2.2777123951088862
145,2.269111083117537,2.2916636580206253
146,2.278035657426974,2.3056149209323644
147,2.3018725572062957,2.3195661838441035
148,2.3111641489846324,2.333517446755843
149,2.3339307723856724,2.347468709667582
150,2.349510559510249,2.3614199725793212
151,2.3637775937758687,2.3753712354910603
152,2.385814451308978,2.3893224984027994
153,2.3928650345414333,2.4032737613145385
154,2.4078696506233075,2.417225024226278
155,2.429261970490343,2.431176287138017
156,2.4357001603420096,2.4451275500497562
157,2.4557033408632805,2.4590788129614953
158,2.465899365172244,2.4730300758732344
159,2.4862557299578523,2.486981338784974
160,2.49805498656571,2.500932601696713
161,2.5148912386463826,2.514883864608452
162,2.5337568946392155,2.5288351275201912
163,2.5436331475687193,2.5427863904319303
164,2.5611830146296484,2.5567376533436694
165,2.574942322231377,2.570688916255409
166,2.586284490809064,2.584640179167148
167,2.608814366502978,2.598591442078887
168,2.6168355986296374,2.6125427049906262
169,2.6325178566865493,2.6264939679023653
170,2.6446112715921366,2.640445230814105
171,2.6621187450727826,2.654396493725844
172,2.671982433864122,2.668347756637583
173,2.6912717407122644,2.682299019549322
174,2.7050036498138064,2.6962502824610612
175,2.7158228971499083,2.7102015453728003
176,2.733832775122891,2.72415280828454
177,2.7462002460940806,2.738104071196279
178,2.760175205593037,2.752055334108018
179,2.7711672557725833,2.766006597019757
180,2.7855978869900886,2.7799578599314962
181,2.800798860377769,2.793909122843236
182,2.8125681433359975,2.807860385754975
183,2.8273811071981347,2.821811648666714
184,2.8372516134626005,2.835762911578453
185,2.8528111990848646,2.849714174490192
186,2.8622475553879734,2.8636654374019312
187,2.8804917818389026,2.877616700313671
188,2.891345332387021,2.89156796322541
189,2.9061987084937777,2.905519226137149
190,2.9171367626385307,2.919470489048888
191,2.9312645121726897,2.933421751960627
192,2.9430579363401455,2.9473730148723662
193,2.958843303365244,2.961324277784106
194,2.971201013678325,2.975275540695845
195,2.986858438801206,2.989226803607584
196,2.9968135553405766,3.003178066519323
197,3.0114713569857727,3.017129329431062
198,3.0227146834473495,3.0310805923428017
199,3.038184509397406,3.045031855254541
200,3.0518875819435336,3.05898311816628
201,3.0613293581404974,3.072934381078019
