36042.600 -0.042 -0.006
36042.700 -0.043 -0.002
36042.800 -0.043 0.002
36042.900 -0.042 0.006
36043.000 -0.041 0.009
36043.100 -0.039 0.012
36043.200 -0.037 0.015
36043.300 -0.034 0.016
36043.400 -0.031 0.017
36043.500 -0.028 0.016
36043.600 -0.025 0.015
36043.700 -0.023 0.012
36043.800 -0.021 0.009
36043.900 -0.020 0.005
36044.000 -0.019 0.001
36044.100 -0.019 -0.003
36044.200 -0.020 -0.007
36044.300 -0.022 -0.010
36044.400 -0.024 -0.013
36044.500 -0.026 -0.015
36044.600 -0.029 -0.016
36044.700 -0.032 -0.017
36044.800 -0.035 -0.016
36044.900 -0.037 -0.014
36045.000 -0.040 -0.012
36045.100 -0.041 -0.008
36045.200 -0.043 -0.004
36045.300 -0.043 -0.000
36045.400 -0.043 0.004
36045.500 -0.042 0.007
36045.600 -0.040 0.011
36045.700 -0.038 0.014
36045.800 -0.035 0.015
36045.900 -0.033 0.016
36046.000 -0.030 0.016
36046.100 -0.027 0.015
36046.200 -0.024 0.014
36046.300 -0.022 0.011
36046.400 -0.021 0.007
36046.500 -0.020 0.004
36046.600 -0.019 -0.000
36046.700 -0.020 -0.004
36046.800 -0.021 -0.008
36046.900 -0.023 -0.011
36047.000 -0.025 -0.014
36047.100 -0.027 -0.016
36047.200 -0.030 -0.016
36047.300 -0.033 -0.016
36047.400 -0.036 -0.015
36047.500 -0.038 -0.013
36047.600 -0.041 -0.010
36047.700 -0.042 -0.006
36047.800 -0.043 -0.003
36047.900 -0.043 0.001
36048.000 -0.042 0.005
36048.100 -0.041 0.009
36048.200 -0.039 0.012
36048.300 -0.037 0.014
36048.400 -0.034 0.016
36048.500 -0.031 0.016
36048.600 -0.028 0.016
36048.700 -0.026 0.015
36048.800 -0.023 0.012
36048.900 -0.021 0.009
36049.000 -0.020 0.006
36049.100 -0.019 0.002
36049.200 -0.019 -0.002
36049.300 -0.020 -0.006
36049.400 -0.022 -0.010
36049.500 -0.024 -0.013
36049.600 -0.026 -0.015
36049.700 -0.029 -0.016
36049.800 -0.032 -0.016
36049.900 -0.035 -0.016
36050.000 -0.037 -0.014
36050.100 -0.039 -0.012
36050.200 -0.041 -0.008
36050.300 -0.042 -0.005
36050.400 -0.043 -0.001
36050.500 -0.043 0.003
36050.600 -0.042 0.007
36050.700 -0.040 0.011
36050.800 -0.038 0.013
36050.900 -0.035 0.015
36051.000 -0.033 0.016
36051.100 -0.030 0.016
36051.200 -0.027 0.015
36051.300 -0.024 0.014
36051.400 -0.022 0.011
36051.500 -0.021 0.008
36051.600 -0.020 0.004
36051.700 -0.019 -0.000
36051.800 -0.020 -0.004
36051.900 -0.021 -0.008
36052.000 -0.022 -0.011
36052.100 -0.025 -0.014
36052.200 -0.027 -0.016
36052.300 -0.030 -0.016
36052.400 -0.033 -0.016
36052.500 -0.036 -0.015
36052.600 -0.038 -0.013
36052.700 -0.040 -0.010
36052.800 -0.042 -0.007
36052.900 -0.043 -0.003
36053.000 -0.043 0.001
36053.100 -0.042 0.005
36053.200 -0.041 0.009
36053.300 -0.039 0.012
36053.400 -0.037 0.014
36053.500 -0.034 0.016
36053.600 -0.031 0.016
36053.700 -0.028 0.016
36053.800 -0.026 0.015
36053.900 -0.023 0.012
36054.000 -0.021 0.009
36054.100 -0.020 0.006
36054.200 -0.019 0.002
36054.300 -0.019 -0.002
36054.400 -0.020 -0.006
36054.500 -0.022 -0.010
36054.600 -0.023 -0.012
36054.700 -0.026 -0.015
36054.800 -0.029 -0.016
36054.900 -0.031 -0.016
36055.000 -0.034 -0.016
36055.100 -0.037 -0.014
36055.200 -0.039 -0.012
36055.300 -0.041 -0.008
36055.400 -0.042 -0.005
36055.500 -0.043 -0.001
36055.600 -0.042 0.003
36055.700 -0.042 0.007
36055.800 -0.040 0.010
36055.900 -0.038 0.013
36056.000 -0.035 0.015
36056.100 -0.033 0.016
36056.200 -0.030 0.016
36056.300 -0.027 0.015
36056.400 -0.024 0.013
36056.500 -0.022 0.011
36056.600 -0.021 0.008
36056.700 -0.020 0.004
36056.800 -0.019 -0.000
36056.900 -0.020 -0.004
36057.000 -0.021 -0.008
36057.100 -0.022 -0.011
36057.200 -0.025 -0.014
36057.300 -0.027 -0.015
36057.400 -0.030 -0.016
36057.500 -0.033 -0.016
36057.600 -0.035 -0.015
36057.700 -0.038 -0.013
36057.800 -0.040 -0.010
36057.900 -0.041 -0.007
36058.000 -0.042 -0.003
36058.100 -0.042 0.001
36058.200 -0.042 0.005
36058.300 -0.041 0.009
36058.400 -0.039 0.012
36058.500 -0.037 0.014
36058.600 -0.034 0.016
36058.700 -0.031 0.016
36058.800 -0.028 0.016
36058.900 -0.026 0.014
36059.000 -0.023 0.012
36059.100 -0.021 0.009
36059.200 -0.020 0.006
36059.300 -0.019 0.002
36059.400 -0.019 -0.002
36059.500 -0.020 -0.006
36059.600 -0.021 -0.009
36059.700 -0.023 -0.012
36059.800 -0.026 -0.014
36059.900 -0.028 -0.016
36060.000 -0.031 -0.016
36060.100 -0.034 -0.016
36060.200 -0.037 -0.014
36060.300 -0.039 -0.012
36060.400 -0.041 -0.009
36060.500 -0.042 -0.005
36060.600 -0.042 -0.001
36060.700 -0.042 0.003
36060.800 -0.041 0.007
36060.900 -0.040 0.010
36061.000 -0.038 0.013
36061.100 -0.035 0.015
36061.200 -0.033 0.016
36061.300 -0.030 0.016
36061.400 -0.027 0.015
36061.500 -0.025 0.013
36061.600 -0.022 0.011
36061.700 -0.021 0.008
36061.800 -0.020 0.004
36061.900 -0.019 0.000
36062.000 -0.020 -0.004
36062.100 -0.021 -0.007
36062.200 -0.022 -0.011
36062.300 -0.024 -0.013
36062.400 -0.027 -0.015
36062.500 -0.030 -0.016
36062.600 -0.032 -0.016
36062.700 -0.035 -0.015
36062.800 -0.038 -0.013
36062.900 -0.040 -0.010
36063.000 -0.041 -0.007
36063.100 -0.042 -0.003
36063.200 -0.042 0.001
36063.300 -0.042 0.005
36063.400 -0.041 0.008
36063.500 -0.039 0.011
36063.600 -0.037 0.014
36063.700 -0.034 0.015
36063.800 -0.031 0.016
36063.900 -0.029 0.016
36064.000 -0.026 0.014
36064.100 -0.023 0.012
36064.200 -0.022 0.009
36064.300 -0.020 0.006
36064.400 -0.019 0.002
36064.500 -0.019 -0.002
36064.600 -0.020 -0.006
36064.700 -0.021 -0.009
36064.800 -0.023 -0.012
36064.900 -0.026 -0.014
36065.000 -0.028 -0.016
36065.100 -0.031 -0.016
36065.200 -0.034 -0.015
36065.300 -0.036 -0.014
36065.400 -0.039 -0.012
36065.500 -0.040 -0.009
36065.600 -0.042 -0.005
36065.700 -0.042 -0.001
36065.800 -0.042 0.003
36065.900 -0.041 0.006
36066.000 -0.040 0.010
36066.100 -0.038 0.013
36066.200 -0.035 0.015
36066.300 -0.033 0.016
36066.400 -0.030 0.016
36066.500 -0.027 0.015
36066.600 -0.025 0.013
36066.700 -0.023 0.011
36066.800 -0.021 0.008
36066.900 -0.020 0.004
36067.000 -0.019 0.000
36067.100 -0.020 -0.004
36067.200 -0.021 -0.007
36067.300 -0.022 -0.010
36067.400 -0.024 -0.013
36067.500 -0.027 -0.015
36067.600 -0.029 -0.016
36067.700 -0.032 -0.016
36067.800 -0.035 -0.015
36067.900 -0.037 -0.013
36068.000 -0.039 -0.010
36068.100 -0.041 -0.007
36068.200 -0.042 -0.003
36068.300 -0.042 0.001
36068.400 -0.042 0.004
36068.500 -0.041 0.008
36068.600 -0.039 0.011
36068.700 -0.037 0.014
36068.800 -0.034 0.015
36068.900 -0.031 0.016
36069.000 -0.029 0.016
36069.100 -0.026 0.014
36069.200 -0.024 0.012
36069.300 -0.022 0.010
36069.400 -0.020 0.006
36069.500 -0.020 0.002
36069.600 -0.019 -0.001
36069.700 -0.020 -0.005
36069.800 -0.021 -0.009
36069.900 -0.023 -0.012
36070.000 -0.025 -0.014
36070.100 -0.028 -0.015
36070.200 -0.031 -0.016
36070.300 -0.033 -0.015
36070.400 -0.036 -0.014
36070.500 -0.038 -0.012
36070.600 -0.040 -0.009
36070.700 -0.041 -0.005
36070.800 -0.042 -0.001
36070.900 -0.042 0.002
36071.000 -0.041 0.006
36071.100 -0.040 0.010
36071.200 -0.038 0.012
36071.300 -0.035 0.014
36071.400 -0.033 0.016
36071.500 -0.030 0.016
36071.600 -0.027 0.015
36071.700 -0.025 0.013
36071.800 -0.023 0.011
36071.900 -0.021 0.008
36072.000 -0.020 0.004
36072.100 -0.019 0.001
36072.200 -0.020 -0.003
36072.300 -0.021 -0.007
36072.400 -0.022 -0.010
36072.500 -0.024 -0.013
36072.600 -0.026 -0.015
36072.700 -0.029 -0.016
36072.800 -0.032 -0.016
36072.900 -0.035 -0.015
36073.000 -0.037 -0.013
36073.100 -0.039 -0.010
36073.200 -0.041 -0.007
36073.300 -0.042 -0.003
36073.400 -0.042 0.000
36073.500 -0.041 0.004
36073.600 -0.040 0.008
36073.700 -0.039 0.011
36073.800 -0.037 0.013
36073.900 -0.034 0.015
36074.000 -0.031 0.016
36074.100 -0.029 0.015
36074.200 -0.026 0.014
36074.300 -0.024 0.012
36074.400 -0.022 0.010
36074.500 -0.020 0.006
36074.600 -0.020 0.003
36074.700 -0.019 -0.001
36074.800 -0.020 -0.005
36074.900 -0.021 -0.008
36075.000 -0.023 -0.011
36075.100 -0.025 -0.014
36075.200 -0.028 -0.015
36075.300 -0.030 -0.016
36075.400 -0.033 -0.015
36075.500 -0.036 -0.014
36075.600 -0.038 -0.012
36075.700 -0.040 -0.009
36075.800 -0.041 -0.005
36075.900 -0.042 -0.002
36076.000 -0.042 0.002
36076.100 -0.041 0.006
36076.200 -0.040 0.009
36076.300 -0.038 0.012
36076.400 -0.035 0.014
36076.500 -0.033 0.015
36076.600 -0.030 0.016
36076.700 -0.027 0.015
36076.800 -0.025 0.013
36076.900 -0.023 0.011
36077.000 -0.021 0.008
36077.100 -0.020 0.005
36077.200 -0.019 0.001
36077.300 -0.020 -0.003
36077.400 -0.020 -0.007
36077.500 -0.022 -0.010
36077.600 -0.024 -0.013
36077.700 -0.026 -0.014
36077.800 -0.029 -0.015
36077.900 -0.032 -0.015
36078.000 -0.034 -0.015
36078.100 -0.037 -0.013
36078.200 -0.039 -0.010
36078.300 -0.040 -0.007
36078.400 -0.041 -0.004
36078.500 -0.042 0.000
36078.600 -0.041 0.004
36078.700 -0.040 0.008
36078.800 -0.039 0.011
36078.900 -0.037 0.013
36079.000 -0.034 0.015
36079.100 -0.031 0.016
36079.200 -0.029 0.015
36079.300 -0.026 0.014
36079.400 -0.024 0.012
36079.500 -0.022 0.010
36079.600 -0.020 0.006
36079.700 -0.020 0.003
36079.800 -0.019 -0.001
36079.900 -0.020 -0.005
36080.000 -0.021 -0.008
36080.100 -0.023 -0.011
36080.200 -0.025 -0.013
36080.300 -0.027 -0.015
36080.400 -0.030 -0.016
36080.500 -0.033 -0.015
36080.600 -0.035 -0.014
36080.700 -0.038 -0.012
36080.800 -0.040 -0.009
36080.900 -0.041 -0.006
36081.000 -0.041 -0.002
36081.100 -0.041 0.002
36081.200 -0.041 0.006
36081.300 -0.039 0.009
36081.400 -0.038 0.012
36081.500 -0.035 0.014
36081.600 -0.033 0.015
36081.700 -0.030 0.015
36081.800 -0.027 0.015
36081.900 -0.025 0.013
36082.000 -0.023 0.011
36082.100 -0.021 0.008
36082.200 -0.020 0.005
36082.300 -0.019 0.001
36082.400 -0.020 -0.003
36082.500 -0.020 -0.006
36082.600 -0.022 -0.010
36082.700 -0.024 -0.012
36082.800 -0.026 -0.014
36082.900 -0.029 -0.015
36083.000 -0.031 -0.015
36083.100 -0.034 -0.015
36083.200 -0.036 -0.013
36083.300 -0.039 -0.010
36083.400 -0.040 -0.007
36083.500 -0.041 -0.004
36083.600 -0.041 -0.000
36083.700 -0.041 0.004
36083.800 -0.040 0.007
36083.900 -0.039 0.010
36084.000 -0.037 0.013
36084.100 -0.034 0.015
36084.200 -0.031 0.015
36084.300 -0.029 0.015
36084.400 -0.026 0.014
36084.500 -0.024 0.012
36084.600 -0.022 0.010
36084.700 -0.020 0.007
36084.800 -0.020 0.003
36084.900 -0.019 -0.001
36085.000 -0.020 -0.005
36085.100 -0.021 -0.008
36085.200 -0.023 -0.011
36085.300 -0.025 -0.013
36085.400 -0.027 -0.015
36085.500 -0.030 -0.015
36085.600 -0.033 -0.015
36085.700 -0.035 -0.014
36085.800 -0.037 -0.012
36085.900 -0.039 -0.009
36086.000 -0.041 -0.006
36086.100 -0.041 -0.002
36086.200 -0.041 0.002
36086.300 -0.041 0.005
36086.400 -0.039 0.009
36086.500 -0.038 0.012
36086.600 -0.035 0.014
36086.700 -0.033 0.015
36086.800 -0.030 0.015
36086.900 -0.027 0.015
36087.000 -0.025 0.013
36087.100 -0.023 0.011
36087.200 -0.021 0.008
36087.300 -0.020 0.005
36087.400 -0.019 0.001
36087.500 -0.019 -0.003
36087.600 -0.020 -0.006
36087.700 -0.022 -0.009
36087.800 -0.024 -0.012
36087.900 -0.026 -0.014
36088.000 -0.028 -0.015
36088.100 -0.031 -0.015
36088.200 -0.034 -0.015
36088.300 -0.036 -0.013
36088.400 -0.038 -0.010
36088.500 -0.040 -0.007
36088.600 -0.041 -0.004
36088.700 -0.041 -0.000
36088.800 -0.041 0.003
36088.900 -0.040 0.007
36089.000 -0.038 0.010
36089.100 -0.036 0.013
36089.200 -0.034 0.014
36089.300 -0.031 0.015
36089.400 -0.029 0.015
36089.500 -0.026 0.014
36089.600 -0.024 0.012
36089.700 -0.022 0.010
36089.800 -0.020 0.007
36089.900 -0.020 0.003
36090.000 -0.019 -0.001
36090.100 -0.020 -0.004
36090.200 -0.021 -0.008
36090.300 -0.022 -0.011
36090.400 -0.025 -0.013
36090.500 -0.027 -0.015
36090.600 -0.030 -0.015
36090.700 -0.032 -0.015
36090.800 -0.035 -0.014
36090.900 -0.037 -0.012
36091.000 -0.039 -0.009
36091.100 -0.040 -0.006
36091.200 -0.041 -0.002
36091.300 -0.041 0.002
36091.400 -0.040 0.005
36091.500 -0.039 0.008
36091.600 -0.037 0.011
36091.700 -0.035 0.013
36091.800 -0.033 0.015
36091.900 -0.030 0.015
36092.000 -0.027 0.015
36092.100 -0.025 0.013
36092.200 -0.023 0.011
36092.300 -0.021 0.008
36092.400 -0.020 0.005
36092.500 -0.019 0.001
36092.600 -0.019 -0.002
36092.700 -0.020 -0.006
36092.800 -0.021 -0.009
36092.900 -0.023 -0.012
36093.000 -0.026 -0.014
36093.100 -0.028 -0.015
36093.200 -0.031 -0.015
36093.300 -0.033 -0.014
36093.400 -0.036 -0.013
36093.500 -0.038 -0.011
36093.600 -0.039 -0.008
36093.700 -0.041 -0.004
36093.800 -0.041 -0.000
36093.900 -0.041 0.003
36094.000 -0.040 0.007
36094.100 -0.038 0.010
36094.200 -0.036 0.012
36094.300 -0.034 0.014
36094.400 -0.031 0.015
36094.500 -0.029 0.015
36094.600 -0.026 0.014
36094.700 -0.024 0.012
36094.800 -0.022 0.010
36094.900 -0.020 0.007
36095.000 -0.020 0.003
36095.100 -0.019 -0.000
36095.200 -0.020 -0.004
36095.300 -0.021 -0.007
36095.400 -0.022 -0.010
36095.500 -0.024 -0.013
36095.600 -0.027 -0.014
36095.700 -0.029 -0.015
36095.800 -0.032 -0.015
36095.900 -0.034 -0.014
36096.000 -0.037 -0.012
36096.100 -0.039 -0.009
36096.200 -0.040 -0.006
36096.300 -0.041 -0.002
36096.400 -0.041 0.001
